YEAR,ABW,AGO,AFG,AFR,ALB,ARE,ARG,ARM,ASI,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHS,BOL,BLZ,BIH,BTN,BLR,BRA,BRN,BWA,CAF,CAN,CHE,CHL,CMR,CHN,CIV,COD,COG,COL,CRI,CUB,CYP,CZE,DJI,DNK,DEU,DOM,DZA,ECU,EGY,EUR,ERI,ESH,EST,ETH,ESP,FIN,FJI,FLK,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GRC,GTM,GUF,GUY,GNB,GNQ,GRL,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LKA,LSO,LTU,LVA,LUX,MAR,MDA,MDG,MEX,MKD,MLI,MMR,MNE,MNG,MOZ,MRT,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRY,PSE,QAT,REU,ROU,RWA,SAU,SDN,SEN,SLB,SLE,SLV,SOM,SRB,SSD,SUR,SVK,SVN,SWE,SYR,SWZ,TCD,TGO,THA,TJK,TKM,TLS,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,VUT,YEM,ZAF,ZMB,ZWE
2081,1.84002,2.7792,3.26709,2.83076,2.49489,2.98342,2.30265,2.84269,2.09085,2.57137,2.50111,2.63005,2.60025,1.95106,2.78327,3.11749,2.48243,2.53875,1.89875,3.05347,2.32048,2.58441,2.67263,2.73297,2.70702,1.9732,3.23275,2.73877,3.84485,2.46734,2.38866,2.5829,2.91902,2.60367,2.59854,2.4454,2.48696,2.15306,2.01511,2.123,2.47444,2.73963,1.84614,2.21635,2.06175,3.14115,2.32095,2.74198,2.41827,2.81847,2.54406,2.60525,2.72577,2.40506,3.31976,1.67007,2.09073,2.1631,2.28567,1.37243,2.60471,2.65366,2.71142,2.62289,2.36842,2.51108,2.28902,2.51559,2.48924,2.26617,2.7562,2.43103,2.55858,2.12442,2.56482,2.02518,2.70073,0.88664,2.99422,3.14535,2.86702,2.57077,2.41984,1.92766,2.87116,2.40518,3.27329,2.43939,2.97253,2.26951,2.52939,3.11008,2.28085,2.57583,2.29529,2.75043,2.00777,2.67323,2.51325,2.58395,2.22003,2.85931,2.66255,2.14984,2.62932,2.60307,3.33632,2.40561,2.50288,3.00321,2.44635,3.17492,2.64954,2.05956,3.02503,1.76445,3.17702,2.74085,2.3244,1.86291,2.43762,2.8928,2.21343,2.72246,3.14402,2.04865,2.6646,1.96916,1.93852,2.41555,1.79268,2.80829,2.80068,2.40078,2.94278,1.68844,2.96391,2.5617,3.27806,3.03863,2.77826,1.78801,2.3647,2.49295,2.38243,2.65238,2.75159,2.48598,2.59405,2.51829,2.65376,2.84645,2.44724,3.03912,2.66793,2.29511,3.06477,2.83905,1.87793,2.61419,2.65165,2.02157,2.50363,2.59545,2.72915,2.03667,3.19502,2.89867,2.65304,2.17214,1.71901,2.91012,2.80356,2.82502,2.82648
2082,1.85466,2.7973,3.30122,2.85044,2.51252,3.00056,2.31799,2.86759,2.1096,2.58464,2.50648,2.65363,2.62369,1.96268,2.80782,3.13856,2.50145,2.55901,1.90596,3.07109,2.33928,2.59608,2.69011,2.747,2.72525,1.99054,3.24539,2.76743,3.8628,2.47592,2.40235,2.60727,2.94643,2.62554,2.62031,2.46662,2.50988,2.17238,2.02673,2.15145,2.4862,2.76036,1.84805,2.2265,2.07424,3.16869,2.34395,2.76437,2.43317,2.83864,2.56337,2.62164,2.7481,2.42833,3.34075,1.6846,2.1065,2.17743,2.30958,1.37384,2.63082,2.67626,2.73081,2.63923,2.39349,2.52944,2.3106,2.53592,2.50764,2.28996,2.7731,2.44646,2.57478,2.13813,2.57863,2.04672,2.72394,0.87484,3.02849,3.18298,2.89001,2.60056,2.43913,1.93753,2.90453,2.43518,3.29674,2.46187,2.99636,2.28241,2.56012,3.13922,2.29615,2.60598,2.31351,2.76819,2.02378,2.69059,2.51374,2.59844,2.23328,2.89304,2.68112,2.15885,2.64544,2.62566,3.35616,2.41979,2.52182,3.01575,2.46105,3.19174,2.66704,2.07965,3.04037,1.77094,3.19906,2.76183,2.34039,1.86668,2.45178,2.91723,2.22888,2.73796,3.17152,2.06554,2.68313,1.98394,1.95822,2.42471,1.79962,2.83579,2.8158,2.42578,2.96342,1.69257,2.99026,2.58795,3.29935,3.05818,2.79586,1.807,2.38356,2.51177,2.40168,2.67121,2.77372,2.50885,2.6044,2.53364,2.6648,2.8824,2.46173,3.05803,2.69108,2.31283,3.10061,2.86699,1.89899,2.64483,2.68219,2.03713,2.52409,2.61947,2.74979,2.05127,3.22453,2.92388,2.67344,2.18524,1.72865,2.92799,2.8205,2.8447,2.84541
2083,1.86431,2.82255,3.32104,2.87125,2.53645,3.02199,2.33732,2.89013,2.12304,2.60705,2.53854,2.67558,2.64053,1.99142,2.82625,3.159,2.51668,2.58347,1.92047,3.09223,2.35445,2.62402,2.70863,2.77621,2.74742,2.00346,3.27466,2.77951,3.90299,2.49814,2.42099,2.62301,2.96874,2.64508,2.63917,2.4836,2.52513,2.18751,2.03736,2.16261,2.51575,2.78087,1.87544,2.2577,2.08777,3.18657,2.35862,2.78053,2.45639,2.85746,2.57679,2.65246,2.76907,2.44612,3.36465,1.68987,2.11999,2.19994,2.32191,1.39694,2.64618,2.69337,2.75149,2.65634,2.41125,2.54645,2.3277,2.55671,2.52431,2.30306,2.80345,2.46548,2.59663,2.15345,2.60779,2.05937,2.74108,0.90327,3.04723,3.20365,2.89994,2.61787,2.4624,1.95104,2.92114,2.4487,3.32428,2.47915,3.01986,2.301,2.57533,3.16038,2.30928,2.61854,2.33318,2.78821,2.03932,2.71375,2.55199,2.62914,2.26257,2.90678,2.70695,2.17706,2.66376,2.64542,3.3796,2.43664,2.54383,3.04711,2.48279,3.21302,2.69172,2.0915,3.06818,1.78937,3.21938,2.78016,2.35542,1.89418,2.47426,2.94084,2.24563,2.75401,3.19783,2.08316,2.7067,1.99716,1.97434,2.45665,1.81209,2.85638,2.83789,2.44374,2.98451,1.71093,3.0122,2.60345,3.32202,3.07918,2.81461,1.82175,2.40102,2.52972,2.42166,2.69604,2.79422,2.52544,2.63716,2.55757,2.68757,2.89063,2.48129,3.07794,2.70883,2.3274,3.12571,2.88781,1.91116,2.66654,2.70121,2.04541,2.54501,2.63424,2.77662,2.06867,3.24469,2.94698,2.69845,2.19835,1.74247,2.94765,2.84559,2.86954,2.86579
2084,1.87784,2.84369,3.35196,2.89915,2.55354,3.05196,2.35769,2.9058,2.14121,2.63208,2.55503,2.6936,2.66648,1.99896,2.84799,3.18185,2.53986,2.59765,1.94046,3.12229,2.37479,2.63904,2.7408,2.79231,2.77215,2.01948,3.30771,2.80222,3.93104,2.51134,2.44547,2.64443,2.99774,2.66497,2.66307,2.50809,2.54854,2.20544,2.0578,2.17908,2.53605,2.80333,1.88672,2.26902,2.1049,3.21872,2.37743,2.80856,2.47469,2.88113,2.60354,2.67509,2.79417,2.46629,3.38156,1.70773,2.13895,2.21847,2.34506,1.41168,2.66413,2.71739,2.77581,2.67711,2.4306,2.56639,2.34827,2.57919,2.54652,2.32526,2.81472,2.47967,2.61199,2.17101,2.61892,2.07869,2.76583,0.91192,3.07537,3.23051,2.91484,2.63428,2.47571,1.96852,2.94396,2.4689,3.35201,2.50243,3.03962,2.31774,2.59663,3.1813,2.3308,2.64227,2.35067,2.81893,2.05696,2.73875,2.57035,2.65052,2.27815,2.93173,2.7173,2.1992,2.68898,2.66066,3.41071,2.45637,2.56037,3.07053,2.5062,3.24515,2.70872,2.10986,3.0981,1.80659,3.24427,2.80499,2.37455,1.90109,2.48358,2.96856,2.26974,2.77997,3.22504,2.09934,2.72827,2.01433,1.98675,2.47268,1.82747,2.87959,2.8687,2.46129,3.01775,1.72808,3.03566,2.62708,3.35339,3.1072,2.83596,1.83288,2.42137,2.54364,2.44697,2.7109,2.81645,2.54985,2.66111,2.56923,2.70239,2.91851,2.50494,3.10389,2.72982,2.34857,3.14055,2.9083,1.92535,2.68049,2.72112,2.06885,2.56666,2.6618,2.79851,2.08877,3.26838,2.96984,2.72433,2.22161,1.76069,2.97064,2.87063,2.88997,2.8931
2085,1.89381,2.86553,3.36527,2.91376,2.56668,3.06161,2.37462,2.91853,2.15458,2.6485,2.56926,2.70934,2.68255,2.01388,2.87019,3.20498,2.55161,2.61448,1.94351,3.14367,2.39002,2.65878,2.75632,2.79954,2.78945,2.03626,3.32468,2.82789,3.95617,2.53184,2.46254,2.66568,3.00873,2.68607,2.68122,2.52411,2.56464,2.22199,2.06445,2.19445,2.54611,2.82743,1.89529,2.28372,2.11925,3.23515,2.39637,2.82228,2.48932,2.9005,2.61735,2.6971,2.81094,2.47047,3.41862,1.72101,2.1553,2.22504,2.36117,1.40365,2.68092,2.73647,2.79774,2.69751,2.4386,2.58548,2.36706,2.59825,2.56513,2.33779,2.84702,2.49863,2.63133,2.1845,2.6405,2.09227,2.78292,0.89463,3.07875,3.24769,2.93766,2.65143,2.49059,1.98239,2.96574,2.47805,3.368,2.51836,3.05893,2.33608,2.60524,3.20441,2.34677,2.65386,2.3679,2.82603,2.0736,2.75777,2.57465,2.66889,2.28827,2.94856,2.73667,2.21393,2.70245,2.67741,3.4312,2.46882,2.57597,3.08494,2.52262,3.2644,2.73371,2.12433,3.1155,1.81776,3.26719,2.82296,2.39351,1.91091,2.51221,2.98236,2.28487,2.79585,3.23649,2.11494,2.74766,2.02905,2.00172,2.48025,1.84064,2.89168,2.88444,2.47715,3.0273,1.739,3.04807,2.64374,3.36879,3.12594,2.85615,1.84756,2.44191,2.56339,2.46185,2.72873,2.84049,2.56689,2.66757,2.58943,2.7271,2.93181,2.52213,3.12537,2.75275,2.36527,3.1528,2.91931,1.93534,2.69595,2.72813,2.07696,2.58206,2.6753,2.81462,2.10319,3.2872,2.98704,2.73838,2.23426,1.77381,2.99287,2.89218,2.91172,2.91532
2086,1.90296,2.88191,3.39433,2.93561,2.58717,3.08407,2.39575,2.94654,2.16831,2.67645,2.59064,2.72296,2.70007,2.03404,2.88416,3.22349,2.56889,2.63052,1.9606,3.16741,2.40651,2.67193,2.77377,2.83841,2.81072,2.04115,3.35674,2.8385,3.99313,2.54908,2.48274,2.67747,3.02864,2.69618,2.69794,2.53873,2.57772,2.2298,2.08451,2.20694,2.57557,2.83999,1.91963,2.30548,2.13494,3.26063,2.409,2.84275,2.50884,2.91952,2.63654,2.72346,2.82541,2.49291,3.4406,1.73923,2.17375,2.24476,2.37452,1.41861,2.70113,2.74921,2.81184,2.71638,2.45894,2.60044,2.37678,2.61115,2.57821,2.35362,2.86988,2.51446,2.64928,2.19856,2.66104,2.10337,2.79914,0.90887,3.11554,3.26882,2.95573,2.67188,2.50985,1.99485,2.98446,2.49721,3.39421,2.53449,3.08151,2.34765,2.62787,3.22822,2.36252,2.67539,2.37675,2.84713,2.07693,2.78123,2.60223,2.69758,2.314,2.97123,2.7586,2.23175,2.72084,2.7017,3.45596,2.48977,2.59044,3.11206,2.54227,3.28905,2.7516,2.13377,3.1436,1.8401,3.28958,2.8374,2.40898,1.93111,2.53259,2.99862,2.30538,2.81978,3.26305,2.12045,2.76375,2.0386,2.0114,2.5066,1.85015,2.9142,2.90828,2.49142,3.05232,1.75859,3.07666,2.66152,3.39348,3.14711,2.87399,1.85535,2.44912,2.58132,2.47439,2.75007,2.84923,2.57892,2.69557,2.60766,2.74667,2.95636,2.5446,3.14885,2.76253,2.38022,3.18796,2.94982,1.94216,2.71787,2.75435,2.09227,2.59653,2.69161,2.84069,2.1229,3.31303,3.00361,2.75377,2.25082,1.78551,3.00967,2.91509,2.93045,2.939
2087,1.91499,2.91073,3.4198,2.95827,2.59667,3.10859,2.41432,2.96349,2.18661,2.69505,2.60493,2.74624,2.72062,2.04971,2.90912,3.25026,2.58439,2.64551,1.97538,3.19652,2.41896,2.69472,2.7933,2.85643,2.83062,2.06478,3.38673,2.86611,4.01899,2.56796,2.49998,2.70506,3.05523,2.72137,2.72003,2.55921,2.60094,2.25373,2.09211,2.2194,2.58542,2.86688,1.92629,2.32231,2.14101,3.28415,2.42847,2.86606,2.52665,2.93857,2.65418,2.74306,2.85345,2.51301,3.45995,1.75176,2.18911,2.26433,2.39387,1.44306,2.71869,2.77581,2.83877,2.7337,2.47432,2.61678,2.39727,2.63455,2.60141,2.37547,2.88465,2.53161,2.67085,2.20723,2.68147,2.12187,2.81662,0.92554,3.12991,3.29539,2.964,2.69283,2.52153,2.00078,3.00745,2.51706,3.42106,2.55481,3.10323,2.36649,2.64438,3.253,2.37456,2.69389,2.4028,2.87038,2.1015,2.7999,2.62966,2.72051,2.32788,2.99057,2.78051,2.25098,2.73988,2.71566,3.47466,2.50416,2.61027,3.13209,2.56642,3.30934,2.77797,2.15419,3.16983,1.85329,3.31029,2.86475,2.42812,1.94738,2.54049,3.02312,2.31993,2.83047,3.28895,2.14608,2.78935,2.05464,2.03125,2.52113,1.85551,2.93872,2.93599,2.51114,3.07384,1.77474,3.09711,2.68183,3.42066,3.16817,2.8935,1.87596,2.47414,2.59626,2.49804,2.76698,2.87433,2.60224,2.70455,2.62671,2.77016,2.97621,2.56712,3.1668,2.7902,2.39407,3.20443,2.96179,1.96787,2.73494,2.7718,2.10389,2.62234,2.71484,2.86252,2.136,3.33903,3.02721,2.78065,2.26267,1.80135,3.02732,2.93428,2.96082,2.96069
2088,1.92881,2.93105,3.43331,2.9782,2.61376,3.12934,2.42842,2.97988,2.20009,2.70954,2.62204,2.75818,2.74192,2.05452,2.92531,3.26994,2.60111,2.65857,1.98711,3.21568,2.44038,2.70558,2.8022,2.86821,2.85202,2.07405,3.40627,2.88011,4.03719,2.58442,2.5171,2.71788,3.06932,2.7378,2.73707,2.57751,2.61564,2.26265,2.11107,2.23384,2.59905,2.88249,1.93624,2.33055,2.16194,3.29636,2.444,2.87557,2.53586,2.95814,2.6672,2.74942,2.86774,2.5211,3.47517,1.76978,2.20365,2.27119,2.41249,1.43147,2.72972,2.78988,2.85482,2.75135,2.48316,2.63651,2.4127,2.6472,2.61673,2.38719,2.90413,2.54977,2.68001,2.227,2.69547,2.13663,2.83292,0.91491,3.1472,3.31011,2.9674,2.70077,2.5415,2.01973,3.01927,2.52937,3.43903,2.57155,3.11802,2.38122,2.66484,3.26148,2.39508,2.71204,2.41333,2.87712,2.11034,2.81427,2.63222,2.72638,2.33605,3.0033,2.79806,2.26622,2.75686,2.72619,3.50198,2.52095,2.62027,3.14792,2.58589,3.33258,2.79299,2.16627,3.19078,1.8601,3.33462,2.88084,2.44288,1.94913,2.55476,3.03469,2.33664,2.85357,3.30623,2.15184,2.80898,2.06798,2.04485,2.53433,1.87632,2.95109,2.94842,2.51806,3.08841,1.77973,3.11609,2.70314,3.44151,3.18995,2.91368,1.88604,2.48434,2.61595,2.50989,2.78319,2.89299,2.6181,2.72384,2.64164,2.77646,2.99665,2.57461,3.18919,2.80438,2.41198,3.226,2.97959,1.97771,2.74781,2.78811,2.11615,2.64107,2.72968,2.88015,2.15246,3.35409,3.0428,2.79651,2.27811,1.81551,3.05279,2.95136,2.97977,2.98256
2089,1.94061,2.94504,3.47046,2.99793,2.65822,3.14453,2.44138,3.02241,2.22043,2.72703,2.65927,2.80347,2.76602,2.09063,2.94651,3.29342,2.62292,2.7059,1.99863,3.23028,2.45868,2.75316,2.8287,2.90004,2.87132,2.09167,3.42162,2.90246,4.07882,2.62611,2.53347,2.73998,3.0956,2.75886,2.76017,2.59936,2.63733,2.278,2.12248,2.25453,2.63896,2.89854,1.95509,2.36769,2.18196,3.32855,2.46998,2.90209,2.57053,2.97977,2.69044,2.77894,2.8894,2.56091,3.50276,1.77189,2.21853,2.31392,2.43164,1.45985,2.7778,2.81092,2.87192,2.7703,2.5254,2.65598,2.43031,2.66692,2.63383,2.40847,2.92874,2.56664,2.72671,2.2476,2.73535,2.15589,2.85876,0.93137,3.18686,3.34171,3.00057,2.72673,2.58181,2.03794,3.04816,2.5606,3.48438,2.59254,3.16291,2.39305,2.69027,3.29317,2.4091,2.73557,2.43247,2.90784,2.12544,2.83365,2.66206,2.75601,2.38119,3.03757,2.84201,2.27808,2.77811,2.77338,3.52866,2.5406,2.67043,3.1928,2.59035,3.35307,2.80943,2.18537,3.20807,1.86847,3.35895,2.90231,2.45623,1.98024,2.57742,3.06212,2.35227,2.87597,3.33094,2.16682,2.82781,2.0838,2.0645,2.5687,1.89192,2.99147,2.96639,2.54316,3.11474,1.788,3.15882,2.7269,3.46451,3.21352,2.93433,1.90105,2.50279,2.63243,2.52846,2.82775,2.91708,2.6377,2.76347,2.68587,2.79843,3.0244,2.59151,3.21271,2.826,2.42888,3.26385,3.02219,1.98709,2.77557,2.82569,2.13121,2.66215,2.7544,2.91826,2.16554,3.39736,3.08941,2.81445,2.29229,1.81865,3.07571,2.97122,2.99083,2.99859
2090,1.95525,2.96795,3.49786,3.01669,2.66415,3.17621,2.46025,3.03456,2.23272,2.74445,2.66942,2.81053,2.77629,2.0962,2.96584,3.31536,2.6426,2.71165,2.01767,3.25157,2.47934,2.75748,2.85076,2.91667,2.89175,2.10379,3.44492,2.91755,4.10235,2.62973,2.55088,2.75678,3.11882,2.77525,2.77585,2.61115,2.65244,2.29448,2.14316,2.2732,2.64984,2.91534,1.97552,2.37338,2.19649,3.35593,2.47796,2.9276,2.58208,3.00221,2.71185,2.80039,2.90892,2.57021,3.53736,1.77772,2.23358,2.31247,2.44257,1.45604,2.78195,2.83147,2.88836,2.79008,2.53085,2.67499,2.44585,2.68564,2.65101,2.42121,2.95805,2.58587,2.7308,2.26178,2.7439,2.1635,2.87877,0.93423,3.20485,3.37012,3.01629,2.75141,2.58648,2.04841,3.07688,2.57495,3.49751,2.60769,3.17246,2.41474,2.70568,3.32324,2.42918,2.75482,2.44789,2.92785,2.13836,2.8572,2.66896,2.77337,2.3834,3.06327,2.8401,2.28798,2.80075,2.77978,3.54958,2.56229,2.6711,3.20285,2.61384,3.37841,2.83651,2.19827,3.22753,1.88388,3.38323,2.91931,2.47563,1.98232,2.60398,3.08823,2.3688,2.89608,3.3594,2.18142,2.84518,2.09573,2.07105,2.57531,1.90192,3.00061,2.98784,2.56886,3.13549,1.80141,3.1696,2.73755,3.49505,3.23399,2.95806,1.91187,2.5185,2.65149,2.54222,2.82967,2.93429,2.65418,2.77401,2.69194,2.81893,3.04345,2.60885,3.23343,2.84271,2.44418,3.27895,3.0327,2.00438,2.79792,2.83672,2.15183,2.67685,2.76653,2.92546,2.18242,3.41247,3.0972,2.83276,2.31082,1.83688,3.09725,2.99398,3.01552,3.01638
2091,1.97123,2.98756,3.52887,3.04157,2.69928,3.20248,2.4823,3.07511,2.24773,2.76817,2.70648,2.84499,2.79376,2.12954,2.9858,3.3416,2.66724,2.74995,2.03487,3.27653,2.49056,2.78873,2.88128,2.9496,2.91098,2.11849,3.47452,2.9429,4.14084,2.65346,2.57287,2.77404,3.15005,2.79618,2.79491,2.62809,2.67199,2.3077,2.15889,2.30158,2.68835,2.93863,1.99135,2.40402,2.2118,3.38506,2.49567,2.95871,2.61078,3.02654,2.73755,2.81571,2.9267,2.6038,3.55251,1.79287,2.24972,2.35146,2.45769,1.48413,2.82107,2.84874,2.9073,2.81378,2.56502,2.69654,2.46106,2.70215,2.6724,2.43644,2.97647,2.60714,2.76126,2.27877,2.77392,2.17726,2.90669,0.95194,3.23806,3.40571,3.02716,2.78131,2.62045,2.06494,3.10675,2.6056,3.54009,2.62172,3.21506,2.43152,2.73349,3.361,2.44458,2.7857,2.46345,2.95675,2.15457,2.88095,2.70659,2.79887,2.41939,3.09351,2.88498,2.30642,2.82514,2.81532,3.57953,2.58536,2.70659,3.24844,2.63456,3.40562,2.8519,2.21064,3.25815,1.89853,3.41151,2.94092,2.49516,2.01383,2.61329,3.12051,2.39027,2.91669,3.39016,2.19395,2.8644,2.11061,2.08608,2.61045,1.91642,3.03985,3.01644,2.59513,3.1677,1.81778,3.2097,2.75461,3.52448,3.26217,2.98229,1.92489,2.53482,2.67325,2.55825,2.8737,2.9547,2.67157,2.81047,2.72606,2.83731,3.07298,2.6346,3.25851,2.86292,2.4623,3.31786,3.06828,2.01913,2.83099,2.87367,2.16969,2.68947,2.78749,2.96277,2.20113,3.45038,3.135,2.84913,2.32983,1.84341,3.12225,3.01893,3.0336,3.03986
2092,1.98367,3.01102,3.54778,3.06222,2.70692,3.22131,2.49583,3.08484,2.26178,2.78218,2.71025,2.85755,2.81542,2.13873,3.01047,3.36408,2.68136,2.75887,2.04457,3.29529,2.5136,2.80153,2.8964,2.96379,2.93296,2.13063,3.49373,2.96141,4.1646,2.67549,2.58906,2.7952,3.17235,2.81372,2.81393,2.64863,2.68991,2.32786,2.17169,2.31572,2.69345,2.962,2.00013,2.42114,2.22867,3.40385,2.51196,2.97211,2.6192,3.04483,2.74995,2.83895,2.95132,2.61416,3.57305,1.8015,2.2658,2.35925,2.47726,1.49064,2.83343,2.86978,2.93401,2.82925,2.57416,2.71363,2.48141,2.72338,2.68989,2.45135,2.99765,2.62052,2.77733,2.29666,2.78691,2.19377,2.92039,0.9553,3.25421,3.42345,3.04448,2.79949,2.6303,2.08099,3.11722,2.61841,3.56187,2.64125,3.22585,2.45017,2.75009,3.37591,2.46547,2.80559,2.47785,2.97405,2.1686,2.8959,2.72255,2.81862,2.42723,3.11069,2.90172,2.31862,2.84324,2.82825,3.60264,2.59971,2.72145,3.26056,2.65069,3.43126,2.86923,2.22468,3.27828,1.90957,3.43315,2.96399,2.51017,2.02359,2.6321,3.13543,2.40453,2.93682,3.41686,2.21352,2.88625,2.12674,2.09696,2.6217,1.93409,3.0546,3.0353,2.61216,3.1831,1.82408,3.22522,2.77321,3.54858,3.28106,2.997,1.93975,2.55607,2.68703,2.57888,2.88199,2.97389,2.68967,2.81593,2.73775,2.84962,3.09345,2.65074,3.28141,2.88556,2.48334,3.33195,3.08399,2.04056,2.85109,2.88529,2.17915,2.71384,2.80398,2.98664,2.21538,3.47162,3.15333,2.87321,2.34456,1.85524,3.13959,3.03564,3.05867,3.06029
2093,2.00053,3.02891,3.60676,3.09041,2.7419,3.25524,2.519,3.12351,2.27893,2.80774,2.743,2.89619,2.83265,2.16475,3.03407,3.39308,2.70694,2.79251,2.07089,3.32124,2.52772,2.83621,2.92775,3.00168,2.95291,2.14905,3.52103,2.98649,4.21089,2.71059,2.60938,2.81453,3.21242,2.83841,2.83166,2.66427,2.71045,2.34608,2.1915,2.35078,2.72618,2.98507,2.02644,2.45239,2.23933,3.44482,2.52934,3.00988,2.65314,3.07125,2.77783,2.8772,2.97373,2.65658,3.61105,1.81292,2.2842,2.39256,2.48972,1.51428,2.86861,2.89286,2.95612,2.85628,2.61252,2.73631,2.49693,2.74342,2.71188,2.46812,3.02779,2.64611,2.81186,2.30874,2.81946,2.20805,2.95099,0.97379,3.30271,3.46992,3.06693,2.84402,2.66215,2.09591,3.17101,2.65584,3.60424,2.65808,3.27393,2.46729,2.79749,3.43352,2.48262,2.84172,2.50028,3.01494,2.18512,2.92644,2.75374,2.85165,2.46314,3.15778,2.93486,2.33581,2.8751,2.86237,3.63699,2.62022,2.75051,3.30003,2.66542,3.46107,2.88991,2.24061,3.3018,1.92298,3.46296,2.98556,2.5322,2.04742,2.66113,3.17875,2.42961,2.96281,3.46888,2.2293,2.90415,2.14347,2.11152,2.65924,1.94206,3.09781,3.05852,2.65303,3.21875,1.83719,3.26734,2.79259,3.58815,3.31215,3.02487,1.95004,2.5734,2.71529,2.59661,2.91806,2.9983,2.7113,2.85172,2.76741,2.87907,3.13829,2.67478,3.30926,2.91051,2.50104,3.38302,3.12646,2.04381,2.88952,2.93095,2.2011,2.73107,2.82368,3.02712,2.23246,3.51366,3.19346,2.89322,2.36311,1.86762,3.16763,3.06733,3.07818,3.08525
2094,2.019,3.05956,3.60144,3.11537,2.76059,3.27975,2.53896,3.13638,2.29874,2.83145,2.76972,2.91181,2.86108,2.19073,3.06159,3.42409,2.72738,2.80989,2.08387,3.35287,2.55403,2.86011,2.94052,3.02645,2.98104,2.16771,3.55163,3.01216,4.2493,2.73236,2.6328,2.84012,3.22726,2.86314,2.85639,2.69006,2.73341,2.3668,2.21041,2.34393,2.76558,3.01512,2.05105,2.47826,2.26267,3.45681,2.55218,3.01891,2.67477,3.09663,2.79556,2.90842,3.0028,2.65928,3.64826,1.83194,2.30203,2.40955,2.51601,1.51748,2.88404,2.91896,2.98307,2.87694,2.62065,2.75767,2.52589,2.77078,2.73626,2.49169,3.06097,2.6666,2.83805,2.33014,2.8508,2.23089,2.97214,0.97744,3.30206,3.47185,3.09821,2.83476,2.6797,2.1158,3.16895,2.65716,3.63429,2.68447,3.28672,2.48901,2.79222,3.43035,2.50633,2.84439,2.52174,3.02375,2.20689,2.95016,2.7794,2.88314,2.49119,3.15247,2.95544,2.35944,2.89065,2.88156,3.6654,2.64416,2.76972,3.32394,2.69268,3.49012,2.91777,2.26189,3.33149,1.9439,3.49338,3.01421,2.55357,2.07051,2.69075,3.18836,2.44817,2.98851,3.46926,2.2521,2.93417,2.16371,2.13262,2.68296,1.96143,3.10607,3.0873,2.64827,3.23589,1.8583,3.28506,2.82039,3.60523,3.33961,3.05109,1.96819,2.6011,2.73655,2.62718,2.94336,3.02602,2.73883,2.89037,2.79305,2.90702,3.13687,2.69799,3.34141,2.9344,2.52369,3.38545,3.13522,2.06633,2.88894,2.93511,2.21882,2.75544,2.85292,3.05707,2.25316,3.52856,3.20956,2.92559,2.38175,1.88934,3.19348,3.09197,3.10863,3.11429
2095,2.02913,3.08159,3.64671,3.13821,2.78986,3.3038,2.55768,3.17728,2.31538,2.85217,2.79989,2.94902,2.88374,2.21684,3.08699,3.44361,2.74898,2.84571,2.10137,3.38233,2.57003,2.88924,2.97165,3.04763,3.00211,2.18351,3.57767,3.03144,4.28017,2.75178,2.65388,2.85889,3.2617,2.88431,2.87819,2.70964,2.75402,2.38285,2.22329,2.37632,2.79098,3.03807,2.06665,2.50009,2.2731,3.4949,2.57326,3.04734,2.70529,3.11832,2.81817,2.925,3.02559,2.69436,3.66298,1.84563,2.31703,2.43827,2.53526,1.54135,2.91847,2.94233,3.00241,2.89744,2.65229,2.77555,2.54099,2.79079,2.75522,2.51096,3.08603,2.68242,2.85955,2.34336,2.86835,2.24518,2.99583,0.98657,3.35139,3.51251,3.10398,2.87082,2.71129,2.12889,3.2054,2.69436,3.67187,2.70326,3.32066,2.50739,2.83009,3.46447,2.52571,2.87519,2.5388,3.05232,2.22218,2.96976,2.80019,2.90097,2.52126,3.19322,2.98302,2.37779,2.91557,2.91032,3.6895,2.6612,2.80271,3.36315,2.71317,3.51476,2.93889,2.27893,3.35581,1.9566,3.5148,3.03944,2.5717,2.09316,2.70214,3.22061,2.46814,3.00862,3.50089,2.26548,2.95537,2.17649,2.14514,2.70698,1.97045,3.14605,3.11046,2.67599,3.27355,1.86925,3.32497,2.84144,3.63616,3.36411,3.06833,1.98078,2.61676,2.75367,2.64278,2.97188,3.04658,2.75628,2.91613,2.81946,2.92424,3.18285,2.71457,3.36041,2.9559,2.5425,3.4259,3.17542,2.07923,2.92073,2.97076,2.23636,2.77909,2.87218,3.08067,2.2666,3.56558,3.24981,2.94541,2.40175,1.90324,3.2151,3.11503,3.13139,3.13846
