YEAR,ABW,AGO,AFG,AFR,ALB,ARE,ARG,ARM,ASI,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHS,BOL,BLZ,BIH,BTN,BLR,BRA,BRN,BWA,CAF,CAN,CHE,CHL,CMR,CHN,CIV,COD,COG,COL,CRI,CUB,CYP,CZE,DJI,DNK,DEU,DOM,DZA,ECU,EGY,EUR,ERI,ESH,EST,ETH,ESP,FIN,FJI,FLK,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GRC,GTM,GUF,GUY,GNB,GNQ,GRL,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LKA,LSO,LTU,LVA,LUX,MAR,MDA,MDG,MEX,MKD,MLI,MMR,MNE,MNG,MOZ,MRT,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRY,PSE,QAT,REU,ROU,RWA,SAU,SDN,SEN,SLB,SLE,SLV,SOM,SRB,SSD,SUR,SVK,SVN,SWE,SYR,SWZ,TCD,TGO,THA,TJK,TKM,TLS,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,VUT,YEM,ZAF,ZMB,ZWE
2096,2.04532,3.09911,3.65929,3.15487,2.79398,3.31936,2.5762,3.1862,2.32637,2.86779,2.79872,2.94937,2.8998,2.2157,3.10434,3.4699,2.77054,2.84637,2.11256,3.3988,2.58402,2.88879,2.99528,3.06308,3.01684,2.19566,3.60205,3.04992,4.29759,2.75478,2.67201,2.87567,3.26529,2.90234,2.89566,2.7268,2.76911,2.4009,2.23933,2.38654,2.79273,3.05886,2.07384,2.50694,2.28955,3.51159,2.58656,3.06626,2.70631,3.13813,2.84269,2.9462,3.04355,2.69583,3.68156,1.85852,2.33438,2.43426,2.54961,1.54774,2.91918,2.95809,3.0206,2.91593,2.65717,2.79354,2.55308,2.80408,2.77337,2.51983,3.09887,2.70425,2.86336,2.35853,2.87366,2.25826,3.0145,0.9937,3.36115,3.53046,3.11921,2.88131,2.71308,2.14122,3.21876,2.70275,3.67674,2.71796,3.3292,2.52532,2.83816,3.47875,2.53733,2.88974,2.55561,3.07338,2.23766,2.98839,2.81211,2.91821,2.52322,3.20959,2.98383,2.3917,2.93094,2.91585,3.71512,2.6763,2.8011,3.36364,2.72771,3.53414,2.95546,2.29182,3.37817,1.97336,3.53767,3.0557,2.58983,2.09273,2.71469,3.23759,2.48493,3.02861,3.51354,2.28422,2.96936,2.19064,2.1599,2.71672,1.98464,3.14721,3.13174,2.69121,3.28934,1.88681,3.33256,2.85726,3.65575,3.38113,3.09106,1.99446,2.63485,2.77615,2.65853,2.97131,3.06643,2.77126,2.92198,2.82,2.94246,3.19347,2.73405,3.38312,2.97213,2.55718,3.44172,3.18551,2.09408,2.93544,2.97847,2.25375,2.7934,2.89013,3.09161,2.28247,3.57887,3.24681,2.96475,2.41605,1.91259,3.2351,3.13384,3.14625,3.1577
2097,2.0509,3.11876,3.6807,3.17319,2.81277,3.3425,2.59456,3.19684,2.34307,2.89066,2.82477,2.9641,2.92107,2.24451,3.12136,3.48768,2.7797,2.86001,2.12068,3.42772,2.59762,2.91112,2.99796,3.09458,3.03693,2.21247,3.63428,3.07446,4.33861,2.78092,2.69051,2.89672,3.29377,2.91971,2.91551,2.74577,2.79119,2.41098,2.24869,2.38945,2.81956,3.06821,2.09356,2.53705,2.30062,3.52526,2.60252,3.0771,2.72892,3.15314,2.84877,2.9715,3.05733,2.71326,3.70824,1.87374,2.34903,2.45933,2.56973,1.56776,2.94039,2.977,3.04015,2.92877,2.67131,2.80753,2.57286,2.82426,2.78486,2.54273,3.12204,2.71308,2.88222,2.37314,2.89436,2.27327,3.0268,1.01483,3.37477,3.54295,3.13488,2.89434,2.72938,2.15147,3.23193,2.71195,3.71146,2.73886,3.34964,2.53344,2.85087,3.49686,2.55101,2.90105,2.57432,3.08632,2.24928,3.00999,2.84041,2.94594,2.5539,3.22061,3.01216,2.41224,2.94518,2.93535,3.73104,2.6887,2.82289,3.39292,2.74999,3.55369,2.9789,2.30854,3.40334,1.9888,3.55574,3.07141,2.59718,2.11935,2.73624,3.252,2.50165,3.04348,3.53771,2.29424,2.98956,2.20187,2.17291,2.74264,1.99544,3.17029,3.15834,2.70083,3.3049,1.90067,3.35902,2.87682,3.67447,3.40127,3.10424,2.00833,2.64873,2.7853,2.67489,2.99408,3.08514,2.79256,2.94837,2.84334,2.96287,3.2044,2.75504,3.40049,2.99274,2.56722,3.45464,3.19958,2.10495,2.94844,2.9917,2.25762,2.81314,2.91144,3.11545,2.30054,3.59832,3.27336,2.97949,2.42637,1.9295,3.25395,3.15412,3.17118,3.18168
2098,2.06367,3.14141,3.7205,3.19915,2.84879,3.37848,2.61142,3.24258,2.35909,2.911,2.85939,3.004,2.93982,2.27558,3.14046,3.5092,2.80694,2.89763,2.14746,3.44548,2.61762,2.9463,3.03487,3.11786,3.06087,2.22047,3.65227,3.08759,4.37562,2.81485,2.70287,2.91152,3.32973,2.93438,2.93715,2.76231,2.80604,2.42577,2.27273,2.42416,2.86155,3.09035,2.11176,2.56783,2.31746,3.57328,2.61936,3.11532,2.76254,3.1752,2.88441,2.99764,3.0801,2.74649,3.74022,1.88392,2.36628,2.49525,2.5837,1.58253,2.97471,2.9931,3.0568,2.94789,2.70311,2.82767,2.58541,2.83869,2.80412,2.55685,3.15131,2.73235,2.92142,2.38922,2.93559,2.2863,3.05834,1.0121,3.4159,3.59024,3.15191,2.9339,2.76714,2.16682,3.27447,2.75081,3.75371,2.75435,3.3916,2.54965,2.88591,3.54077,2.57228,2.94386,2.58563,3.12056,2.25945,3.03175,2.86666,2.97377,2.59168,3.25672,3.05151,2.42376,2.97494,2.96935,3.76461,2.71195,2.85593,3.43638,2.76522,3.58484,2.99705,2.31829,3.425,1.99712,3.58513,3.09083,2.61402,2.14388,2.76419,3.28381,2.51949,3.07224,3.5838,2.30654,3.01203,2.21465,2.18848,2.77491,2.01043,3.21137,3.16809,2.73534,3.34297,1.90554,3.39872,2.89512,3.71676,3.42867,3.12676,2.01908,2.66388,2.80313,2.68839,3.0313,3.10322,2.80678,2.98576,2.8806,2.98329,3.24678,2.76826,3.42791,3.00822,2.58519,3.49774,3.24053,2.12253,2.98106,3.03088,2.28671,2.83036,2.92972,3.16739,2.31302,3.64263,3.31202,2.9987,2.44496,1.93818,3.27803,3.17444,3.192,3.19579
2099,2.07956,3.15641,3.74971,3.21799,2.86252,3.39304,2.629,3.2559,2.37299,2.92557,2.86993,3.01831,2.95337,2.28454,3.15766,3.53527,2.81972,2.91702,2.15488,3.46582,2.63518,2.96267,3.0429,3.13391,3.07488,2.2359,3.67678,3.10668,4.39896,2.82799,2.72322,2.93119,3.35361,2.95571,2.94951,2.77541,2.82216,2.44045,2.28719,2.44499,2.86984,3.11351,2.11798,2.57864,2.33479,3.58749,2.63224,3.12874,2.76868,3.19978,2.89309,3.00628,3.09654,2.76043,3.75197,1.89068,2.38198,2.50409,2.59472,1.58028,2.98981,3.0133,3.08128,2.97264,2.71506,2.84721,2.60286,2.85991,2.82449,2.57206,3.17165,2.75316,2.93923,2.40624,2.95167,2.30034,3.07599,1.00847,3.4327,3.61683,3.16713,2.9594,2.7787,2.1806,3.29628,2.76696,3.77231,2.77112,3.40673,2.57313,2.90426,3.56633,2.58981,2.96434,2.6023,3.13629,2.27686,3.04623,2.87289,2.97715,2.59696,3.28232,3.06285,2.43723,2.99243,2.98411,3.78927,2.72887,2.87387,3.45202,2.78134,3.60619,3.01285,2.33483,3.44305,2.00817,3.61056,3.11324,2.63705,2.14982,2.77647,3.30746,2.53332,3.09128,3.61192,2.32114,3.02825,2.22993,2.20045,2.77681,2.02259,3.22478,3.19171,2.7547,3.34787,1.91789,3.41557,2.91033,3.73549,3.4504,3.14992,2.03471,2.68318,2.82571,2.70897,3.04756,3.12064,2.82541,2.99981,2.8968,2.9974,3.26484,2.78757,3.4489,3.02844,2.60553,3.51348,3.25446,2.13644,3.00795,3.04463,2.29371,2.85052,2.94332,3.17744,2.32667,3.6613,3.32784,3.0183,2.46399,1.94766,3.30009,3.19281,3.21285,3.21334
2100,2.09589,3.18582,3.7494,3.23762,2.86215,3.411,2.64779,3.26241,2.38796,2.94806,2.886,3.02087,2.97204,2.29522,3.18781,3.55881,2.83527,2.91598,2.16788,3.49288,2.65005,2.97032,3.05646,3.15729,3.09865,2.25433,3.70371,3.13262,4.43195,2.83985,2.74702,2.95442,3.35485,2.97718,2.97214,2.79413,2.8423,2.46549,2.30032,2.43229,2.89365,3.13695,2.1405,2.59162,2.34667,3.59243,2.64872,3.13513,2.78731,3.21788,2.9063,3.03417,3.12104,2.76317,3.78449,1.914,2.4011,2.51131,2.612,1.59115,2.99173,3.03666,3.10126,2.99128,2.72223,2.86415,2.6195,2.87847,2.8457,2.58907,3.19237,2.77377,2.94773,2.41853,2.96689,2.31436,3.08879,1.02553,3.44215,3.61097,3.18443,2.94787,2.78591,2.19252,3.28457,2.76233,3.79556,2.78636,3.41334,2.58888,2.90202,3.56077,2.60373,2.95413,2.6234,3.14093,2.29351,3.07344,2.90185,3.00586,2.61208,3.27882,3.07805,2.46088,3.00069,2.98571,3.81117,2.74779,2.87551,3.46867,2.80579,3.63169,3.04054,2.35336,3.47231,2.02828,3.63015,3.13339,2.65391,2.16247,2.79573,3.31174,2.55632,3.10944,3.60665,2.34339,3.05047,2.24756,2.21756,2.80248,2.03312,3.23071,3.21808,2.74462,3.36966,1.93899,3.42714,2.92813,3.75011,3.47158,3.16893,2.0495,2.70645,2.84234,2.72709,3.05627,3.14848,2.84375,3.02444,2.90485,3.01966,3.25675,2.81086,3.47037,3.0526,2.61917,3.52171,3.26232,2.14953,3.00202,3.05053,2.30711,2.86936,2.96353,3.19716,2.3479,3.67009,3.33417,3.0435,2.47922,1.96766,3.31874,3.22335,3.2321,3.24446
2101,2.10373,3.20887,3.78474,3.25714,2.89413,3.42648,2.6658,3.30005,2.40535,2.96663,2.91315,3.05359,2.9955,2.3189,3.20547,3.57815,2.85529,2.9447,2.17431,3.52261,2.66435,2.99292,3.08485,3.17514,3.11734,2.27564,3.73442,3.16135,4.46374,2.85808,2.76656,2.97969,3.38229,3.00258,2.99411,2.81675,2.86744,2.47639,2.30807,2.45994,2.9291,3.15174,2.15502,2.6121,2.36013,3.62183,2.66898,3.16,2.8085,3.23569,2.92573,3.05653,3.14146,2.80047,3.79929,1.92254,2.41746,2.53699,2.63349,1.60968,3.02136,3.05807,3.12303,3.0074,2.75544,2.88109,2.64091,2.90171,2.8609,2.61334,3.21456,2.78569,2.96615,2.42962,2.98081,2.33133,3.11053,1.02181,3.48341,3.64673,3.20177,2.97604,2.813,2.20123,3.32027,2.79572,3.82735,2.81108,3.4569,2.60149,2.93777,3.59297,2.62227,2.98613,2.64445,3.17087,2.31221,3.09396,2.91074,3.03235,2.64426,3.30742,3.10405,2.47376,3.02597,3.01828,3.83095,2.76494,2.89991,3.50173,2.82495,3.64623,3.06094,2.37196,3.49857,2.03479,3.65076,3.15601,2.66848,2.18065,2.80901,3.3417,2.57575,3.12298,3.64036,2.35652,3.06968,2.25986,2.22872,2.8305,2.04184,3.26481,3.24253,2.77273,3.38785,1.9466,3.45954,2.95187,3.77636,3.48994,3.18549,2.05798,2.72233,2.85808,2.74682,3.0808,3.17176,2.8683,3.06169,2.92398,3.03309,3.29329,2.83082,3.49193,3.07313,2.63492,3.56454,3.29941,2.16514,3.03137,3.08849,2.32085,2.88867,2.9902,3.22452,2.36237,3.70265,3.36824,3.06398,2.49111,1.98239,3.33816,3.24109,3.26096,3.26344
2102,2.12889,3.22986,3.82714,3.28624,2.93946,3.45988,2.68807,3.34206,2.42132,2.99461,2.95391,3.09913,3.01847,2.33607,3.22707,3.60991,2.8737,2.9922,2.1966,3.54682,2.69037,3.04113,3.10909,3.20306,3.14673,2.28139,3.76521,3.17525,4.5061,2.90004,2.78688,2.99579,3.43041,3.0171,3.01866,2.83738,2.88365,2.49105,2.32865,2.4926,2.95888,3.17947,2.17316,2.63466,2.37935,3.66172,2.69094,3.19336,2.84503,3.26936,2.95225,3.08696,3.16462,2.83388,3.83728,1.94141,2.43445,2.56642,2.65192,1.627,3.07362,3.07664,3.14752,3.03986,2.79058,2.90962,2.65821,2.91975,2.88598,2.62448,3.24096,2.81618,3.0124,2.45315,3.03349,2.34969,3.13681,1.02699,3.51836,3.69047,3.23172,3.01098,2.84719,2.22673,3.36907,2.83471,3.87098,2.82876,3.49175,2.62941,2.9765,3.6414,2.64303,3.02293,2.65548,3.19866,2.32234,3.11787,2.94035,3.05513,2.66496,3.34639,3.14064,2.4978,3.05235,3.06635,3.86769,2.78134,2.94637,3.54202,2.84813,3.68056,3.08268,2.38319,3.5276,2.05566,3.68727,3.18006,2.69625,2.19465,2.83828,3.37609,2.59198,3.15252,3.68798,2.36856,3.09526,2.27607,2.2515,2.85611,2.06349,3.30807,3.26683,2.81029,3.42126,1.96418,3.49957,2.97263,3.81013,3.52425,3.21865,2.07674,2.73719,2.88772,2.76375,3.12131,3.18865,2.88537,3.09613,2.96659,3.06575,3.33788,2.85568,3.52425,3.09203,2.65974,3.60256,3.34055,2.17664,3.06772,3.12623,2.33905,2.90997,3.00772,3.26171,2.3824,3.74525,3.4156,3.08499,2.51269,1.99788,3.37151,3.26981,3.28398,3.29676
2103,2.14183,3.25079,3.84251,3.3109,2.94446,3.4904,2.70701,3.35043,2.44168,3.01426,2.96237,3.10006,3.04108,2.34379,3.24904,3.63359,2.9056,2.99245,2.21929,3.56974,2.70879,3.04175,3.13526,3.21209,3.16603,2.30206,3.78674,3.19945,4.52342,2.90517,2.8042,3.01794,3.4363,3.04186,3.0385,2.85879,2.90368,2.51048,2.35496,2.50246,2.96889,3.20133,2.17641,2.64148,2.39818,3.69097,2.71354,3.21934,2.84708,3.29134,2.98111,3.09762,3.18836,2.83666,3.85891,1.95363,2.45061,2.57448,2.67369,1.62462,3.07585,3.1026,3.16876,3.06246,2.79241,2.93053,2.67962,2.94267,2.90791,2.64883,3.26183,2.83578,3.01516,2.47038,3.03049,2.36877,3.16511,1.03554,3.52741,3.70501,3.23431,3.0242,2.85857,2.24284,3.37864,2.84052,3.88253,2.85151,3.51108,2.64703,2.98151,3.65443,2.6623,3.03376,2.67757,3.22442,2.34342,3.14122,2.95062,3.06766,2.67272,3.36336,3.15075,2.51204,3.07744,3.06894,3.89691,2.81093,2.95013,3.55508,2.86776,3.71095,3.10445,2.40384,3.54835,2.06817,3.70964,3.20181,2.71442,2.197,2.85141,3.39743,2.6134,3.17999,3.6955,2.38919,3.11585,2.29518,2.27078,2.86335,2.07923,3.31401,3.28635,2.82272,3.45028,1.97809,3.51298,2.99819,3.83904,3.55185,3.24108,2.09333,2.75893,2.90663,2.78621,3.13526,3.21226,2.90852,3.10529,2.97532,3.07644,3.34657,2.86587,3.54805,3.11643,2.6799,3.6136,3.34673,2.19191,3.07745,3.13247,2.36471,2.93202,3.03109,3.27108,2.39912,3.76504,3.41788,3.10526,2.5359,2.0082,3.39437,3.29255,3.3096,3.32168
2104,2.15215,3.27401,3.87543,3.3363,2.96399,3.52041,2.73349,3.37371,2.46171,3.0432,2.98225,3.12788,3.06644,2.37092,3.27122,3.65878,2.92151,3.01712,2.23425,3.60197,2.72779,3.06568,3.1586,3.25312,3.19189,2.31621,3.82132,3.22342,4.56434,2.9296,2.82844,3.04125,3.47042,3.06136,3.06339,2.88304,2.92611,2.52775,2.36395,2.5211,2.99613,3.22072,2.19983,2.67664,2.41372,3.7141,2.73622,3.24056,2.87655,3.31202,2.9987,3.12825,3.20849,2.86321,3.89658,1.96909,2.46988,2.59703,2.69435,1.64449,3.10105,3.12151,3.18663,3.08063,2.81334,2.95106,2.69873,2.9639,2.92435,2.67365,3.29458,2.85345,3.03603,2.48706,3.06061,2.38872,3.18466,1.04536,3.56196,3.73543,3.27159,3.04907,2.87836,2.2569,3.40579,2.86464,3.91622,2.87556,3.53802,2.65876,3.00499,3.67832,2.67933,3.05683,2.69771,3.24741,2.35833,3.16473,2.98128,3.09907,2.7087,3.39208,3.17805,2.53153,3.09765,3.09551,3.92363,2.82713,2.97285,3.5833,2.89047,3.73692,3.13226,2.42405,3.57442,2.08922,3.73719,3.22399,2.72836,2.23066,2.87913,3.42443,2.6333,3.20244,3.7255,2.40624,3.14192,2.30797,2.28781,2.89219,2.09379,3.34433,3.31437,2.8413,3.47873,1.99612,3.5453,3.02238,3.86875,3.57333,3.26126,2.10703,2.77955,2.92673,2.80845,3.15449,3.23621,2.92826,3.13223,2.99326,3.10484,3.38299,2.89689,3.57248,3.13894,2.69421,3.6425,3.37264,2.21167,3.10173,3.15883,2.37593,2.95352,3.05771,3.30716,2.4221,3.79206,3.44843,3.12799,2.54842,2.02816,3.41724,3.32079,3.3342,3.33999
2105,2.17021,3.29849,3.91069,3.36131,2.99468,3.54097,2.74953,3.40838,2.47492,3.06319,3.00868,3.16594,3.08167,2.39556,3.30165,3.68559,2.94169,3.05395,2.2468,3.62511,2.74485,3.09632,3.1798,3.27442,3.21566,2.33435,3.84203,3.24519,4.60983,2.95958,2.85115,3.05959,3.50597,3.08466,3.08119,2.89578,2.94602,2.54971,2.38278,2.54331,3.03374,3.25246,2.22059,2.70038,2.4306,3.74318,2.74851,3.26301,2.90555,3.3351,3.01777,3.15331,3.23652,2.88829,3.91427,1.98353,2.48999,2.6203,2.70848,1.65852,3.13251,3.14526,3.21523,3.09998,2.83897,2.9695,2.71577,2.98495,2.94776,2.6836,3.31868,2.87324,3.06993,2.50492,3.09056,2.40049,3.20758,1.0612,3.5892,3.77059,3.28063,3.07474,2.90116,2.27579,3.4332,2.89184,3.95618,2.89012,3.56524,2.68301,3.03981,3.71229,2.69747,3.08252,2.71855,3.27126,2.37792,3.18886,3.01269,3.12674,2.73578,3.41265,3.20044,2.55223,3.12158,3.12515,3.95311,2.84636,3.00985,3.6166,2.90797,3.76546,3.14638,2.43693,3.60423,2.10001,3.76451,3.24978,2.7506,2.24756,2.89793,3.45071,2.65588,3.22681,3.76771,2.42699,3.16344,2.32808,2.30087,2.92489,2.10944,3.37989,3.33741,2.86464,3.5022,2.00526,3.5729,3.0396,3.89753,3.60248,3.28586,2.12192,2.80236,2.94796,2.82627,3.18326,3.26221,2.94692,3.17166,3.01952,3.12721,3.41293,2.91856,3.60004,3.16291,2.71731,3.67625,3.40644,2.22885,3.1254,3.18461,2.39298,2.97755,3.07375,3.34776,2.44018,3.82027,3.4912,3.15215,2.56819,2.03824,3.44111,3.34303,3.35326,3.36569
2106,2.179,3.32336,3.94531,3.38249,3.01496,3.56222,2.76672,3.43475,2.49401,3.08071,3.03512,3.18449,3.10523,2.40935,3.31891,3.70782,2.96418,3.06765,2.2624,3.65049,2.76724,3.11939,3.20074,3.31851,3.23206,2.34855,3.87137,3.26883,4.64378,2.97295,2.86701,3.08209,3.53092,3.10713,3.1005,2.91905,2.96624,2.5638,2.39584,2.56279,3.05774,3.26747,2.24895,2.72549,2.44671,3.77188,2.76961,3.28654,2.92825,3.35578,3.0399,3.18475,3.25432,2.9094,3.94853,1.99495,2.50603,2.64024,2.72783,1.68532,3.14873,3.16758,3.23707,3.11591,2.86751,2.98826,2.73719,3.00859,2.96566,2.70697,3.34493,2.88707,3.08995,2.52052,3.10573,2.41897,3.22852,1.08722,3.62424,3.79899,3.30353,3.10109,2.926,2.28908,3.45961,2.91488,3.98914,2.91234,3.5932,2.69664,3.06271,3.74532,2.71382,3.10911,2.73584,3.29561,2.39074,3.20938,3.05232,3.16078,2.75792,3.44579,3.22496,2.56811,3.1433,3.13974,3.97478,2.86362,3.02452,3.64181,2.92938,3.78529,3.17315,2.45464,3.62525,2.11697,3.78798,3.26963,2.76527,2.26899,2.92424,3.47728,2.67347,3.2412,3.79289,2.43791,3.18421,2.34074,2.31937,2.95457,2.11785,3.40332,3.3621,2.89035,3.52407,2.02258,3.60884,3.06023,3.92382,3.61857,3.30466,2.13983,2.82052,2.96018,2.84715,3.20762,3.27955,2.97224,3.19986,3.04498,3.15134,3.44063,2.93297,3.62151,3.18207,2.73433,3.71266,3.43496,2.24633,3.15542,3.21696,2.40626,2.99613,3.09774,3.36257,2.45522,3.85287,3.51246,3.17376,2.58267,2.0482,3.46137,3.36227,3.38181,3.38644
2107,2.19943,3.33843,3.96022,3.40304,3.03679,3.58898,2.78319,3.44901,2.50732,3.09586,3.05519,3.19858,3.11934,2.43228,3.33744,3.7347,2.98393,3.09063,2.27597,3.66709,2.78446,3.13878,3.22146,3.32224,3.24924,2.36597,3.89065,3.29025,4.67405,2.99268,2.8824,3.10309,3.54399,3.12517,3.11871,2.9316,2.98591,2.57921,2.41645,2.58096,3.07845,3.28991,2.25178,2.7416,2.46313,3.79467,2.78313,3.30807,2.94401,3.38428,3.0616,3.19945,3.2759,2.92515,3.9733,1.9988,2.52103,2.65935,2.74135,1.68762,3.17325,3.18777,3.25708,3.14194,2.87772,3.01091,2.75181,3.02263,2.98468,2.72058,3.3682,2.9138,3.10847,2.53857,3.12532,2.42787,3.25138,1.08101,3.63067,3.81881,3.33179,3.11459,2.94137,2.30541,3.47969,2.92557,4.01198,2.92614,3.61331,2.71919,3.06959,3.75762,2.73562,3.12931,2.75469,3.31387,2.40509,3.22679,3.0517,3.17035,2.77915,3.46428,3.25052,2.57496,3.16169,3.16697,4.00152,2.88613,3.04949,3.67135,2.94181,3.8118,3.18893,2.4693,3.64526,2.12438,3.81725,3.28968,2.78673,2.28406,2.94175,3.49443,2.68824,3.26819,3.8098,2.45442,3.19745,2.35685,2.32474,2.96612,2.13469,3.41775,3.37584,2.90083,3.54436,2.02975,3.62794,3.07286,3.94486,3.64645,3.32879,2.14646,2.83728,2.98723,2.86311,3.22619,3.30301,2.98655,3.2208,3.06203,3.16507,3.45524,2.95008,3.64787,3.20357,2.75481,3.71671,3.44746,2.25388,3.17024,3.22481,2.42772,3.0077,3.11528,3.38461,2.46553,3.87266,3.52752,3.19073,2.60328,2.05849,3.48838,3.38198,3.39857,3.40653
2108,2.21081,3.36084,3.98126,3.42328,3.04011,3.60624,2.80252,3.46685,2.52186,3.11805,3.0637,3.21255,3.13919,2.44027,3.35674,3.75605,3.00207,3.09596,2.28833,3.6938,2.79709,3.14725,3.23865,3.34386,3.27075,2.38057,3.91841,3.31173,4.69363,3.00426,2.90045,3.12227,3.56824,3.14397,3.13999,2.94955,3.00383,2.59183,2.42688,2.59109,3.09937,3.30557,2.26107,2.7533,2.47535,3.81328,2.80112,3.32522,2.95367,3.40074,3.07879,3.20974,3.29295,2.93607,3.98884,2.01619,2.54061,2.66285,2.75788,1.67904,3.18147,3.20425,3.27509,3.15935,2.8934,3.02612,2.76763,3.04288,3.00195,2.73367,3.38894,2.92702,3.12281,2.55138,3.14465,2.44477,3.26861,1.07543,3.65976,3.839,3.33092,3.13117,2.95294,2.31262,3.49888,2.94421,4.03402,2.94284,3.62889,2.73413,3.09617,3.77986,2.74762,3.14027,2.77132,3.32957,2.4198,3.2487,3.05985,3.18149,2.79215,3.47841,3.25643,2.59354,3.17775,3.16922,4.02272,2.89798,3.05107,3.68387,2.96506,3.82845,3.21237,2.48397,3.66837,2.13713,3.8342,3.30725,2.80212,2.28521,2.9583,3.51646,2.70695,3.28361,3.82693,2.46708,3.22111,2.36887,2.34214,2.97971,2.14167,3.43485,3.39948,2.9193,3.56593,2.04235,3.64568,3.0928,3.96755,3.66979,3.34772,2.15969,2.85064,3.00307,2.87877,3.23628,3.32582,3.007,3.24355,3.07153,3.18118,3.47471,2.96966,3.6623,3.2198,2.76608,3.75029,3.46919,2.26768,3.18864,3.24567,2.44301,3.02652,3.13172,3.39972,2.4823,3.89371,3.54054,3.20955,2.6129,2.07633,3.50764,3.40561,3.42016,3.43088
2109,2.22602,3.3877,4.04163,3.44921,3.09597,3.65118,2.8237,3.52227,2.53922,3.14139,3.12421,3.2744,3.16001,2.49709,3.38419,3.7856,3.03299,3.15594,2.32185,3.72248,2.81582,3.2063,3.28285,3.3947,3.29604,2.39034,3.94937,3.33028,4.74707,3.06173,2.9239,3.14019,3.6234,3.16337,3.16329,2.97484,3.02468,2.61108,2.45375,2.62948,3.16331,3.32803,2.29531,2.80541,2.49267,3.86289,2.81826,3.36943,2.99868,3.4261,3.11622,3.25134,3.31666,2.98894,4.02156,2.02941,2.55615,2.71853,2.77656,1.71915,3.23963,3.22665,3.29765,3.18632,2.94655,3.04905,2.78014,3.0612,3.02261,2.75947,3.41307,2.94847,3.17771,2.57018,3.20288,2.46013,3.3033,1.10757,3.71185,3.89071,3.35846,3.17747,3.00331,2.32737,3.54643,2.99064,4.09445,2.96517,3.68514,2.74954,3.14152,3.83568,2.7692,3.19107,2.78561,3.37886,2.43142,3.27925,3.11295,3.22386,2.84724,3.52686,3.31698,2.61513,3.21487,3.23209,4.05824,2.93109,3.11169,3.74364,2.98391,3.87125,3.23688,2.49901,3.69734,2.14714,3.86551,3.32952,2.81907,2.33677,2.97833,3.55712,2.72875,3.31177,3.89177,2.48171,3.24483,2.38325,2.35597,3.031,2.15764,3.49055,3.4252,2.95831,3.61905,2.05185,3.70037,3.11225,4.01714,3.69629,3.37176,2.17651,2.86983,3.02385,2.89599,3.29326,3.34303,3.02677,3.30495,3.12726,3.21031,3.52926,2.9933,3.69505,3.2419,2.78517,3.79895,3.52459,2.2805,3.23594,3.29591,2.47038,3.04796,3.15838,3.46548,2.49885,3.94636,3.60471,3.23025,2.63921,2.09012,3.53203,3.43302,3.44444,3.45158
2110,2.2421,3.41077,4.05102,3.47481,3.1072,3.66282,2.84504,3.53205,2.55864,3.165,3.13251,3.27784,3.18215,2.51934,3.41467,3.81565,3.04776,3.16204,2.32435,3.74653,2.83975,3.22021,3.29298,3.42465,3.32179,2.41526,3.97361,3.35724,4.77775,3.08175,2.9453,3.16502,3.63583,3.19228,3.18374,2.98968,3.04799,2.63503,2.46271,2.63853,3.18293,3.3588,2.31535,2.825,2.51505,3.87776,2.8355,3.38311,3.01747,3.45139,3.13036,3.26945,3.34592,2.99912,4.05064,2.03945,2.5744,2.72839,2.79305,1.7317,3.24529,3.25514,3.32154,3.20648,2.95407,3.06957,2.80243,3.08379,3.04681,2.77458,3.43579,2.97189,3.19261,2.59142,3.21485,2.47697,3.31996,1.12014,3.72283,3.90659,3.37,3.18402,3.01888,2.35098,3.55749,2.99657,4.12393,2.98655,3.69858,2.77357,3.14967,3.84277,2.78988,3.20078,2.81082,3.38644,2.45621,3.3017,3.13561,3.23912,2.86625,3.54101,3.32916,2.63223,3.22898,3.24106,4.08709,2.94827,3.11787,3.76289,3.00735,3.89418,3.25473,2.51752,3.72433,2.16886,3.89529,3.36168,2.84214,2.35231,2.99844,3.57144,2.75019,3.3345,3.90384,2.50491,3.26629,2.40622,2.37137,3.0583,2.18022,3.50078,3.44968,2.97041,3.62428,2.07222,3.72021,3.13667,4.0317,3.72344,3.39761,2.18891,2.89492,3.0483,2.91832,3.31018,3.37289,3.04638,3.32572,3.14009,3.22595,3.53757,3.01441,3.72582,3.27099,2.80772,3.8112,3.53067,2.30191,3.24843,3.30747,2.47985,3.06838,3.17404,3.48628,2.52112,3.96204,3.61748,3.25519,2.65447,2.10287,3.5604,3.45777,3.47025,3.47346
